Number,Title_URL,Title,Author,minirating
3516,https://www.goodreads.com/book/show/37984.The_Secret_Message_of_Jesus,The Secret Message of Jesus: Uncovering the Truth That Could Change Everything,Brian D. McLaren," 3.77 avg rating — 1,887 ratings"
3516,https://www.goodreads.com/book/show/93799.Prince_of_Fire,"Prince of Fire (Gabriel Allon, #5)",Daniel Silva," 4.20 avg rating — 19,254 ratings"
3516,https://www.goodreads.com/book/show/250486.Jack_s_Life,Jack's Life: The Life Story Of C.S. Lewis,Douglas Gresham, 3.89 avg rating — 556 ratings
3516,https://www.goodreads.com/book/show/20793709-works,Works,Édouard Levé, 3.70 avg rating — 157 ratings
3516,https://www.goodreads.com/book/show/848837.Phonogram_Vol_1,"Phonogram, Vol. 1: Rue Britannia (Phonogram, #1)",Kieron Gillen," 3.39 avg rating — 2,762 ratings"
3516,https://www.goodreads.com/book/show/336136.Borges_e_os_Orangotangos_Eternos,Borges e os Orangotangos Eternos,Luis Fernando Verissimo, 3.81 avg rating — 803 ratings
3516,https://www.goodreads.com/book/show/110385.An_Offer_From_a_Gentleman,"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn," 4.03 avg rating — 49,353 ratings"
3516,https://www.goodreads.com/book/show/6641640-howling-for-my-baby,"Howling for My Baby (Cannon Pack, #1)",Beverly Rae, 3.28 avg rating — 773 ratings
3516,https://www.goodreads.com/book/show/2861991-star-wars,"Star Wars: Legacy, Volume 3: Claws of the Dragon",John Ostrander," 4.08 avg rating — 1,084 ratings"
3516,https://www.goodreads.com/book/show/10658905-over-a-hot-stove,Over A Hot Stove,Flo Wadlow, 3.71 avg rating — 477 ratings
3516,https://www.goodreads.com/book/show/519048.The_Seeing_Stone,"The Seeing Stone (The Spiderwick Chronicles, #2)",Tony DiTerlizzi," 3.88 avg rating — 38,185 ratings"
3516,https://www.goodreads.com/book/show/6473987-goth,Goth: The Dark Subculture (Goth Chic Part 1),Gavin Baddeley, 3.75 avg rating — 59 ratings
3516,https://www.goodreads.com/book/show/1205221.Doctor_Who,Doctor Who: Davros,Lance Parkin, 4.12 avg rating — 351 ratings
3516,https://www.goodreads.com/book/show/7093487-adrian-mole-the-prostrate-years,Adrian Mole The Prostrate Years,Sue Townsend," 4.03 avg rating — 4,416 ratings"
3516,https://www.goodreads.com/book/show/17565126-it-must-be-love,It Must Be Love,Rachel Gibson," 3.81 avg rating — 8,021 ratings"
3516,https://www.goodreads.com/book/show/3147336-thumbs-toes-and-tears,"Thumbs, Toes, and Tears: And Other Traits That Make Us Human",Chip Walter, 3.92 avg rating — 193 ratings
3516,https://www.goodreads.com/book/show/4116086-making-learning-whole,Making Learning Whole: How Seven Principles of Teaching Can Transform Education,David N. Perkins, 4.01 avg rating — 233 ratings
3516,https://www.goodreads.com/book/show/831194.Forest_of_Secrets,"Forest of Secrets (Warriors, #3)",Erin Hunter," 4.42 avg rating — 42,491 ratings"
3516,https://www.goodreads.com/book/show/8306211-responsibility-and-punishment,Responsibility And Punishment,J. Angelo Corlett,"really liked it
 4.00 avg rating — 3 ratings"
3516,https://www.goodreads.com/book/show/1744053.The_October_Horse,"The October Horse (Masters of Rome, #6)",Colleen McCullough," 4.30 avg rating — 5,334 ratings"
3516,https://www.goodreads.com/book/show/137796.The_Welsh_Girl,The Welsh Girl,Peter Ho Davies," 3.43 avg rating — 4,082 ratings"
3516,https://www.goodreads.com/book/show/9769242-den-lille-bog,Den lille bog,Selden Edwards," 3.73 avg rating — 4,590 ratings"
3516,https://www.goodreads.com/book/show/12376040-the-songs-of-power,"The Songs of Power: A Finnish Tale of Magic, Retold from the Kalevala",Aaron Shepard, 3.64 avg rating — 147 ratings
3516,https://www.goodreads.com/book/show/3675828-long-lost,"Long Lost  (Myron Bolitar, #9)",Harlan Coben," 3.97 avg rating — 27,947 ratings"
3516,https://www.goodreads.com/book/show/12029628-jacoba-dochter-van-holland,"Jacoba, dochter van Holland",Simone van der Vlugt," 3.64 avg rating — 1,130 ratings"
3516,https://www.goodreads.com/book/show/15752.By_the_Light_of_the_Moon,By the Light of the Moon,Dean Koontz," 3.86 avg rating — 23,156 ratings"
3516,https://www.goodreads.com/book/show/1119046.52_Vol_4,"52, Vol. 4",Geoff Johns," 3.95 avg rating — 3,328 ratings"
3516,https://www.goodreads.com/book/show/139746.Opening_Mexico,Opening Mexico: The Making of a Democracy,Julia Preston, 4.10 avg rating — 200 ratings
3516,https://www.goodreads.com/book/show/80252.Tommysaurus_Rex,Tommysaurus Rex,Doug TenNapel," 3.86 avg rating — 1,495 ratings"
3516,https://www.goodreads.com/book/show/1040774.Eccentric_Islands,Eccentric Islands: Travels Real and Imaginary,Bill Holm, 3.99 avg rating — 97 ratings
3516,https://www.goodreads.com/book/show/3309615-cast-in-fury,Cast in Fury (Chronicles of Elantra #4),Michelle Sagara," 4.19 avg rating — 8,217 ratings"
3516,https://www.goodreads.com/book/show/1667456.Der_Krieg_der_Zwerge,"Der Krieg der Zwerge (Die Zwerge, #2)",Markus Heitz," 4.07 avg rating — 5,510 ratings"
3516,https://www.goodreads.com/book/show/402463.Legitimate_Dangers,Legitimate Dangers: American Poets of the New Century,Cate Marvin, 4.05 avg rating — 246 ratings
3516,https://www.goodreads.com/book/show/10833314-a-dead-bore,"A Dead Bore (John Pickett Mysteries, #2)",Sheri Cobb South, 4.07 avg rating — 592 ratings
3516,https://www.goodreads.com/book/show/141757.Colman,"Colman (Doran, #3)",Monica Furlong," 3.72 avg rating — 1,472 ratings"
3516,https://www.goodreads.com/book/show/112675.Knocked_Out_by_My_Nunga_Nungas,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",Louise Rennison," 3.97 avg rating — 28,757 ratings"
3516,https://www.goodreads.com/book/show/87661.Globalization_and_its_Discontents,Globalization and its Discontents,Joseph E. Stiglitz," 3.87 avg rating — 6,947 ratings"
3516,https://www.goodreads.com/book/show/25597669,Микола Гоголь: між українським і російським націоналізмом,Edyta M. Bojanowska, 4.33 avg rating — 9 ratings
3516,https://www.goodreads.com/book/show/44441.A_New_Kind_of_Christian,A New Kind of Christian: A Tale of Two Friends on a Spiritual Journey,Brian D. McLaren," 3.82 avg rating — 4,782 ratings"
3516,https://www.goodreads.com/book/show/2435941.Summer_Snow,Summer Snow (Threads of Change #2),Nicole Baart, 3.96 avg rating — 729 ratings
3516,https://www.goodreads.com/book/show/23337792-principianti,Principianti,Raymond Carver," 4.23 avg rating — 1,930 ratings"
3516,https://www.goodreads.com/book/show/4041216-the-list,The List,Robert Whitlow," 4.12 avg rating — 3,465 ratings"
3516,https://www.goodreads.com/book/show/10179584-salvadore-a,Salvadoreña,Cecilia Samartin, 3.78 avg rating — 552 ratings
3516,https://www.goodreads.com/book/show/7493.Founding_Brothers,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis," 3.93 avg rating — 41,810 ratings"
3516,https://www.goodreads.com/book/show/19295589-the-heir-of-mistmantle,"The Heir of Mistmantle (The Mistmantle Chronicles, #3)",M.I. McAllister," 4.16 avg rating — 1,384 ratings"
3516,https://www.goodreads.com/book/show/45033.On_the_Rez,On the Rez,Ian Frazier," 3.85 avg rating — 1,665 ratings"
3516,https://www.goodreads.com/book/show/312043.The_Fire_Within,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey," 3.79 avg rating — 28,444 ratings"
3516,https://www.goodreads.com/book/show/5068619-more-than-a-theory,More Than a Theory: Revealing a Testable Model for Creation,Hugh Ross, 4.22 avg rating — 235 ratings
3516,https://www.goodreads.com/book/show/363075.Across_the_Puddingstone_Dam,"Across the Puddingstone Dam (Little House: The Charlotte Years, #4)",Melissa Wiley," 4.11 avg rating — 1,306 ratings"
3516,https://www.goodreads.com/book/show/1271408.The_Wild_One,"The Wild One (Phantom Stallion, #1)",Terri Farley," 4.14 avg rating — 3,995 ratings"
3516,https://www.goodreads.com/book/show/691001.Four_Queens,Four Queens: The Provençal Sisters Who Ruled Europe,Nancy Goldstone," 3.86 avg rating — 3,915 ratings"
3629,https://www.goodreads.com/book/show/67865.The_Skin_That_We_Speak,The Skin That We Speak,Lisa Delpit, 4.25 avg rating — 755 ratings
3629,https://www.goodreads.com/book/show/1471896._home_for_the_Holidays,@home for the Holidays,Meredith Efken, 3.67 avg rating — 133 ratings
3629,https://www.goodreads.com/book/show/145126.The_Driftless_Area,The Driftless Area,Tom Drury," 3.59 avg rating — 1,044 ratings"
3629,https://www.goodreads.com/book/show/2409556.Skin_Lane,Skin Lane,Neil Bartlett,"really liked it
 4.00 avg rating — 312 ratings"
3629,https://www.goodreads.com/book/show/209634.Cinderella_Man,"Cinderella Man: James Braddock, Max Baer, and the Greatest Upset in Boxing History",Jeremy Schaap, 4.12 avg rating — 728 ratings
3629,https://www.goodreads.com/book/show/366214.Sisterchicks_Go_Brit_,"Sisterchicks Go Brit! (Sisterchicks, #7)",Robin Jones Gunn," 4.09 avg rating — 1,088 ratings"
3629,https://www.goodreads.com/book/show/1405514.The_Seville_Communion,The Seville Communion,Arturo Pérez-Reverte," 3.68 avg rating — 6,596 ratings"
3629,https://www.goodreads.com/book/show/3785744-fade,Fade,Darren Smith, 3.94 avg rating — 17 ratings
3629,https://www.goodreads.com/book/show/3290765-l-effondrement-du-syst-me-technologique,L'Effondrement du système technologique,Theodore J. Kaczynski, 4.25 avg rating — 4 ratings
3629,https://www.goodreads.com/book/show/392118.The_World_According_to_Mimi_Smartypants,The World According to Mimi Smartypants,Mimi Smartypants, 3.75 avg rating — 289 ratings
3629,https://www.goodreads.com/book/show/648166.After_Summer,After Summer,Nick Earls, 3.58 avg rating — 454 ratings
3629,https://www.goodreads.com/book/show/24495.Lazy_B,Lazy B: Growing Up on a Cattle Ranch in the American Southwest,Sandra Day O'Connor, 3.65 avg rating — 961 ratings
3629,https://www.goodreads.com/book/show/54810.When_the_Light_Goes,When the Light Goes,Larry McMurtry, 3.39 avg rating — 961 ratings
3629,https://www.goodreads.com/book/show/4277.The_Complete_Polysyllabic_Spree,The Complete Polysyllabic Spree,Nick Hornby," 3.59 avg rating — 1,120 ratings"
3629,https://www.goodreads.com/book/show/1264695.Dark_Need,Dark Need (Darkyn #3),Lynn Viehl," 4.01 avg rating — 3,382 ratings"
3629,https://www.goodreads.com/book/show/3185276-sweetsmoke,Sweetsmoke,David Fuller, 3.71 avg rating — 590 ratings
3629,https://www.goodreads.com/book/show/289147.The_Best_A_Man_Can_Get,The Best A Man Can Get,John O'Farrell," 3.61 avg rating — 2,359 ratings"
3629,https://www.goodreads.com/book/show/6562339-the-concubine-s-daughter,The Concubine's Daughter,Pai Kit Fai," 3.89 avg rating — 5,174 ratings"
3629,https://www.goodreads.com/book/show/76625.Never_Have_Your_Dog_Stuffed,Never Have Your Dog Stuffed: And Other Things I've Learned,Alan Alda," 3.87 avg rating — 8,073 ratings"
3629,https://www.goodreads.com/book/show/399040.My_First_Book_of_Mormon_Stories,My First Book of Mormon Stories,Deanna Draper Buck," 4.29 avg rating — 1,643 ratings"
3629,https://www.goodreads.com/book/show/6565738-hoodwinked,Hoodwinked: An Economic Hit Man Reveals Why the World Financial Markets Imploded & What We Need to Do to Save Them,John Perkins, 3.85 avg rating — 842 ratings
3629,https://www.goodreads.com/book/show/845563.Walking_Through_Shadows,Walking Through Shadows: A Novel,Bev Marshall, 3.85 avg rating — 115 ratings
3629,https://www.goodreads.com/book/show/182895.Iceland,Iceland,Brandon Presser," 4.14 avg rating — 1,335 ratings"
3629,https://www.goodreads.com/book/show/49266.How_Full_Is_Your_Bucket_,How Full Is Your Bucket?,Tom Rath," 3.87 avg rating — 7,016 ratings"
3629,https://www.goodreads.com/book/show/6033480-the-ghost-wore-yellow-socks,"The Ghost Wore Yellow Socks (The Ghost Wore Yellow Socks, #1)",Josh Lanyon," 3.98 avg rating — 4,176 ratings"
3629,https://www.goodreads.com/book/show/801628.Gift_Of_Faith,Gift Of Faith: Tending the Spiritual Lives of Children,Jeanne Harrison Nieuwejaar, 3.50 avg rating — 28 ratings
3629,https://www.goodreads.com/book/show/3975.Worlds_Enough_Time,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons," 3.74 avg rating — 1,236 ratings"
3629,https://www.goodreads.com/book/show/47618.Sir_Thursday,"Sir Thursday (The Keys to the Kingdom, #4)",Garth Nix," 3.95 avg rating — 21,445 ratings"
3629,https://www.goodreads.com/book/show/438538.The_Last_Duel,"The Last Duel: A True Story of Crime, Scandal, and Trial by Combat in Medieval France",Eric Jager," 3.89 avg rating — 1,057 ratings"
3629,https://www.goodreads.com/book/show/124752.Chicken_Soup_for_the_Romantic_Soul,Chicken Soup for the Romantic Soul: Inspirational Stories about Love and Romance,Jack Canfield, 3.97 avg rating — 682 ratings
3629,https://www.goodreads.com/book/show/6323359-the-coroner,"The Coroner (Jenny Cooper, #1)",M.R. Hall," 3.73 avg rating — 1,979 ratings"
3629,https://www.goodreads.com/book/show/3529129-armageddon-in-retrospect,Armageddon in Retrospect,Kurt Vonnegut Jr.," 3.94 avg rating — 11,254 ratings"
3629,https://www.goodreads.com/book/show/302843.I_d_Rather_Teach_Peace,I'd Rather Teach Peace,Colman McCarthy, 4.36 avg rating — 163 ratings
3629,https://www.goodreads.com/book/show/6056520-red-headed-stepchild,"Red-Headed Stepchild (Sabina Kane, #1)",Jaye Wells," 3.70 avg rating — 16,435 ratings"
3629,https://www.goodreads.com/book/show/3236813-the-pedlar-and-the-bandit-king,"The Pedlar and the Bandit King (Scarlet and the White Wolf, #1)",Kirby Crow," 3.77 avg rating — 3,444 ratings"
3629,https://www.goodreads.com/book/show/121967.Quelqu_un_d_autre,Quelqu'un d'autre,Tonino Benacquista, 3.76 avg rating — 785 ratings
3629,https://www.goodreads.com/book/show/8508249-talking-to-heaven,Talking to Heaven: A Medium's Message of Life After Death,James Van Praagh," 4.12 avg rating — 4,521 ratings"
3629,https://www.goodreads.com/book/show/2414574.Escapement,Escapement (Clockwork Earth #2),Jay Lake, 3.66 avg rating — 519 ratings
3629,https://www.goodreads.com/book/show/650201.Cryptid_Hunters,"Cryptid Hunters (Marty and Grace, #1)",Roland Smith," 4.19 avg rating — 5,490 ratings"
3629,https://www.goodreads.com/book/show/606360.The_Jacket,The Jacket,Andrew Clements," 3.55 avg rating — 1,829 ratings"
3629,https://www.goodreads.com/book/show/4962093-el-africano,El africano,J.M.G. Le Clézio," 3.65 avg rating — 1,277 ratings"
3629,https://www.goodreads.com/book/show/902832.Gould_s_Book_of_Fish,Gould's Book of Fish: A Novel in Twelve Fish,Richard Flanagan," 3.70 avg rating — 4,511 ratings"
3629,https://www.goodreads.com/book/show/21829.Creepers,Creepers,David Morrell," 3.65 avg rating — 5,522 ratings"
3629,https://www.goodreads.com/book/show/8085.Water,"Water (Tales of Elemental Spirits, #1)",Robin McKinley," 3.66 avg rating — 2,919 ratings"
3629,https://www.goodreads.com/book/show/1214694.Flash_Point,Flash Point,James W. Huston, 3.77 avg rating — 295 ratings
3629,https://www.goodreads.com/book/show/45000.The_Island_at_the_Center_of_the_World,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto," 4.15 avg rating — 8,198 ratings"
3629,https://www.goodreads.com/book/show/914768.Why_Mexicans_Don_t_Drink_Molson,Why Mexicans Don't Drink Molson: Rescuing Canadian Business From the Suds of Global Obscurity,Andrea Mandel-Campbell, 3.67 avg rating — 64 ratings
3629,https://www.goodreads.com/book/show/1408042.For_Your_Freedom_And_Ours,For Your Freedom And Ours: The Koڳsciuszko Squadron: Forgotten Heroes Of World War Ii,Lynne Olson, 4.43 avg rating — 928 ratings
3629,https://www.goodreads.com/book/show/162085.Pretty_Little_Liars,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard," 3.87 avg rating — 186,189 ratings"
3629,https://www.goodreads.com/book/show/360927.The_Sphinx,"The Sphinx (Area 51, #4)",Robert Doherty," 3.97 avg rating — 1,694 ratings"
3629,https://www.goodreads.com/book/show/494058.All_the_Available_Light,All the Available Light: A Marilyn Monroe Reader,Yona Zeldis McDonough, 3.76 avg rating — 103 ratings
3629,https://www.goodreads.com/book/show/222520.The_World_of_Normal_Boys,The World of Normal Boys,K.M. Soehnlein," 3.98 avg rating — 2,473 ratings"
3629,https://www.goodreads.com/book/show/1081560.The_History_of_the_Hobbit_Part_One,"The History of the Hobbit, Part One: Mr. Baggins",John D. Rateliff," 3.81 avg rating — 108,076 ratings"
3629,https://www.goodreads.com/book/show/2102874.Rob_Neyer_s_Big_Book_of_Baseball_Legends,"Rob Neyer's Big Book of Baseball Legends: The Truth, the Lies, and Everything Else",Rob Neyer, 3.76 avg rating — 256 ratings
3629,https://www.goodreads.com/book/show/61536.A_Devil_s_Chaplain,"A Devil's Chaplain: Reflections on Hope, Lies, Science, and Love",Richard Dawkins," 3.98 avg rating — 7,527 ratings"
3629,https://www.goodreads.com/book/show/2384882.One_Minute_to_Midnight,"One Minute to Midnight: Kennedy, Khrushchev and Castro on the Brink of Nuclear War",Michael  Dobbs," 4.22 avg rating — 3,208 ratings"
3629,https://www.goodreads.com/book/show/8889681-som-jag-vill-vara,Som jag vill vara,Katarina von Bredow, 3.49 avg rating — 732 ratings
3629,https://www.goodreads.com/book/show/540183.The_Vanished,"The Vanished (Roswell High, #7)",Melinda Metz, 3.65 avg rating — 952 ratings
3629,https://www.goodreads.com/book/show/744322.The_Chimera_s_Curse,The Chimera's Curse,Julia Golding," 4.29 avg rating — 2,281 ratings"
3629,https://www.goodreads.com/book/show/462196.Hav,Hav,Jan Morris, 3.93 avg rating — 445 ratings
3629,https://www.goodreads.com/book/show/5350543-flannery,Flannery: A Life of Flannery O'Connor,Brad Gooch," 3.97 avg rating — 1,376 ratings"
3629,https://www.goodreads.com/book/show/2241558.The_Other_Queen,"The Other Queen (The Plantagenet and Tudor Novels, #15)",Philippa Gregory," 3.66 avg rating — 42,975 ratings"
3629,https://www.goodreads.com/book/show/744461.The_Gawgon_and_the_Boy,The Gawgon and the Boy,Lloyd Alexander, 3.82 avg rating — 555 ratings
3629,https://www.goodreads.com/book/show/19132.Food_Politics,Food Politics: How the Food Industry Influences Nutrition and Health,Marion Nestle," 3.94 avg rating — 4,184 ratings"
3629,https://www.goodreads.com/book/show/900.The_Game,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss," 3.74 avg rating — 26,269 ratings"
3629,https://www.goodreads.com/book/show/543103.Generation_Kill,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",Evan Wright," 4.27 avg rating — 15,911 ratings"
3629,https://www.goodreads.com/book/show/965508.Little_Owl_s_Book_Of_Thinking,Little Owl's Book Of Thinking,Ian Gilbert, 3.71 avg rating — 31 ratings
3629,https://www.goodreads.com/book/show/1163885.Amish_Grace,Amish Grace: How Forgiveness Transcended Tragedy,Donald B. Kraybill," 3.78 avg rating — 2,094 ratings"
3629,https://www.goodreads.com/book/show/683174.Matelots,"Matelots (Raised By Wolves, #2)",W.A. Hoffman, 4.29 avg rating — 550 ratings
3629,https://www.goodreads.com/book/show/1739655.Nijura_Das_Erbe_der_Elfenkrone,Nijura. Das Erbe der Elfenkrone,Jenny-Mai Nuyen," 3.71 avg rating — 1,548 ratings"
3629,https://www.goodreads.com/book/show/1258927.The_Dream_Maker_s_Magic,"The Dream-Maker's Magic (Safe-Keepers, #3)",Sharon Shinn," 3.93 avg rating — 2,886 ratings"
3629,https://www.goodreads.com/book/show/5585788-skinwalker,"Skinwalker (Jane Yellowrock, #1)",Faith Hunter," 3.90 avg rating — 34,284 ratings"
3629,https://www.goodreads.com/book/show/329779.Everything_Personal_Finance_In_Your_20S_And_30S,Everything Personal Finance In Your 20S And 30S,Debby Fowles, 3.46 avg rating — 93 ratings
3629,https://www.goodreads.com/book/show/422831.The_Devil_s_Banker,The Devil's Banker,Christopher Reich," 3.71 avg rating — 1,179 ratings"
3629,https://www.goodreads.com/book/show/39832.His_Princess,His Princess: Love Letters from Your King,Sheri Rose Shepherd, 4.54 avg rating — 869 ratings
3629,https://www.goodreads.com/book/show/7253433-phonogram-vol-2,"Phonogram, Vol. 2: The Singles Club (Phonogram, #2)",Kieron Gillen," 3.98 avg rating — 1,645 ratings"
3629,https://www.goodreads.com/book/show/107103.Batman_in_the_Seventies,Batman in the Seventies,Dennis O'Neil, 3.86 avg rating — 95 ratings
3629,https://www.goodreads.com/book/show/7027861-connected-christianity,Connected Christianity: Engaging Culture Without Compromise,Arturo G. Azurdia III, 4.25 avg rating — 32 ratings
3629,https://www.goodreads.com/book/show/6685144-dare-to-believe,"Dare to Believe (The Gray Court, #1)",Dana Marie Bell," 3.80 avg rating — 3,555 ratings"
3629,https://www.goodreads.com/book/show/552987.A_War_of_Gifts,"A War of Gifts (Ender's Saga, #1.1)",Orson Scott Card," 3.67 avg rating — 15,246 ratings"
3629,https://www.goodreads.com/book/show/17601.The_Will_to_Change,"The Will to Change: Men, Masculinity, and Love",Bell Hooks," 4.36 avg rating — 3,913 ratings"
3629,https://www.goodreads.com/book/show/322007.Asking_for_Trouble,Asking for Trouble,Elizabeth Young," 3.62 avg rating — 8,475 ratings"
3629,https://www.goodreads.com/book/show/544948.Living_Well_with_Depression_and_Bipolar_Disorder,Living Well with Depression and Bipolar Disorder: What Your Doctor Doesn't Tell You...That You Need to Know,John McManamy, 3.63 avg rating — 95 ratings
3629,https://www.goodreads.com/book/show/703163.Exit_Ghost,"Exit Ghost (Complete Nathan Zuckerman, #9)",Philip Roth," 3.49 avg rating — 4,926 ratings"
3629,https://www.goodreads.com/book/show/4298956-sinun-lapsesi-eiv-t-ole-sinun,Sinun lapsesi eivät ole sinun,Laura Honkasalo, 3.58 avg rating — 368 ratings
3629,https://www.goodreads.com/book/show/253556.Kingdom_of_Shadows,"Kingdom of Shadows (Night Soldiers, #6)",Alan Furst," 4.01 avg rating — 3,914 ratings"
3629,https://www.goodreads.com/book/show/8260324-the-royal-mess,"The Royal Mess (Alaskan Royal Family, #3)",MaryJanice Davidson," 3.84 avg rating — 2,730 ratings"
3629,https://www.goodreads.com/book/show/55354.Napalm_Silly_Putty,Napalm & Silly Putty,George Carlin," 4.11 avg rating — 15,137 ratings"
3629,https://www.goodreads.com/book/show/1224201.Jew_Boy,Jew Boy,Alan Kaufman, 3.62 avg rating — 45 ratings
3629,https://www.goodreads.com/book/show/10466654-m-ster,Mäster,Alexandra Coelho Ahndoril, 3.59 avg rating — 27 ratings
3629,https://www.goodreads.com/book/show/3872871-computer-forensics-for-dummies,Computer Forensics for Dummies,Linda Volonino, 3.58 avg rating — 45 ratings
3629,https://www.goodreads.com/book/show/13505130-the-absent-one,"The Absent One (Department Q, #2)",Jussi Adler-Olsen," 3.88 avg rating — 34,789 ratings"
3629,https://www.goodreads.com/book/show/3350542-die-stadt-der-vergessenen-tr-ume,Die Stadt der vergessenen Träume,Peter Freund, 3.15 avg rating — 27 ratings
3629,https://www.goodreads.com/book/show/3359419-het-pauperparadijs,Het pauperparadijs,Suzanna Jansen," 3.72 avg rating — 1,553 ratings"
3629,https://www.goodreads.com/book/show/390325.Dating_Hamlet,Dating Hamlet: Ophelia's Story,Lisa Fiedler, 3.39 avg rating — 304 ratings
3629,https://www.goodreads.com/book/show/3342764-the-magician-s-apprentice,"The Magician's Apprentice (Black Magician, #0.5)",Trudi Canavan," 3.96 avg rating — 22,465 ratings"
3629,https://www.goodreads.com/book/show/160841.52_Vol_1,"52, Vol. 1",Geoff Johns," 3.88 avg rating — 5,534 ratings"
3629,https://www.goodreads.com/book/show/83143.Tatiana_and_Alexander,"Tatiana and Alexander (The Bronze Horseman, #2)",Paullina Simons," 4.29 avg rating — 34,916 ratings"
3629,https://www.goodreads.com/book/show/17345287-the-dinosaur-feather,The Dinosaur Feather,Sissel-Jo Gazan," 3.44 avg rating — 3,204 ratings"
3629,https://www.goodreads.com/book/show/1781826.The_Great_Lakes,The Great Lakes: The Natural History of a Changing Region,Wayne Grady, 4.12 avg rating — 85 ratings
3629,https://www.goodreads.com/book/show/6304351-cast-in-silence,"Cast in Silence (Chronicles of Elantra, #5)",Michelle Sagara," 4.21 avg rating — 7,952 ratings"
3629,https://www.goodreads.com/book/show/1166131.The_Recruit,"The Recruit (Cherub, #1)",Robert Muchamore," 4.24 avg rating — 29,118 ratings"
3629,https://www.goodreads.com/book/show/802779.In_Milady_s_Chamber,"In Milady's Chamber (John Pickett Mysteries, #1)",Sheri Cobb South," 3.95 avg rating — 1,133 ratings"
3629,https://www.goodreads.com/book/show/40881942-wild-at-heart-revised-and-updated,Wild at Heart Revised and Updated: Discovering the Secret of a Man's Soul,John Eldredge," 3.92 avg rating — 69,260 ratings"
3629,https://www.goodreads.com/book/show/6385622-the-mysterious-benedict-society-and-the-prisoner-s-dilemma,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",Trenton Lee Stewart," 4.30 avg rating — 33,806 ratings"
3629,https://www.goodreads.com/book/show/352921.A_Fatal_Grace,"A Fatal Grace (Chief Inspector Armand Gamache, #2)",Louise Penny," 4.10 avg rating — 74,654 ratings"
3629,https://www.goodreads.com/book/show/5170850-are-these-my-basoomas-i-see-before-me,"Are These My Basoomas I See Before Me? (Confessions of Georgia Nicolson, #10)",Louise Rennison," 4.21 avg rating — 11,702 ratings"
3629,https://www.goodreads.com/book/show/832107.Origins_of_Life,Origins of Life: Biblical and Evolutionary Models Face Off,Fazale Rana, 4.38 avg rating — 144 ratings
3629,https://www.goodreads.com/book/show/22744703,Пошук істини,Любомир Гузар, 4.50 avg rating — 2 ratings
3629,https://www.goodreads.com/book/show/1334607.I_m_Your_Girl,I'm Your Girl,J.J. Murray, 3.53 avg rating — 361 ratings
3629,https://www.goodreads.com/book/show/2386181.Kiss_Me_With_the_Mouth_of_Your_Country,Kiss Me With the Mouth of Your Country,Amy King, 4.21 avg rating — 38 ratings
3629,https://www.goodreads.com/book/show/6390465-everwild,"Everwild (Skinjacker, #2)",Neal Shusterman," 4.21 avg rating — 11,992 ratings"
3629,https://www.goodreads.com/book/show/6670287-the-collected-stories-of-lydia-davis,The Collected Stories of Lydia Davis,Lydia Davis," 4.27 avg rating — 5,623 ratings"
3629,https://www.goodreads.com/book/show/105660.Urchin_and_the_Heartstone,"Urchin and the Heartstone (The Mistmantle Chronicles, #2)",M.I. McAllister," 4.19 avg rating — 1,974 ratings"
3629,https://www.goodreads.com/book/show/64015.The_Light_Of_Other_Days,The Light Of Other Days,Arthur C. Clarke," 3.99 avg rating — 6,509 ratings"
3629,https://www.goodreads.com/book/show/2815590-serena,Serena,Ron Rash," 3.53 avg rating — 33,780 ratings"
3629,https://www.goodreads.com/book/show/7895103-the-new-york-regional-mormon-singles-halloween-dance,The New York Regional Mormon Singles Halloween Dance,Elna Baker," 3.60 avg rating — 7,144 ratings"
3629,https://www.goodreads.com/book/show/230996.Wild_Ginger,Wild Ginger,Anchee Min," 3.70 avg rating — 2,084 ratings"
3629,https://www.goodreads.com/book/show/6734687-immigrant-inc,"Immigrant, Inc.: Why Immigrant Entrepreneurs Are Driving the New Economy",Richard T. Herman, 3.50 avg rating — 12 ratings
3629,https://www.goodreads.com/book/show/832104.A_Matter_of_Days,A Matter of Days: Resolving a Creation Controversy,Hugh Ross, 4.30 avg rating — 266 ratings
3629,https://www.goodreads.com/book/show/110428.I_m_Not_Scared,I'm Not Scared,Niccolò Ammaniti," 3.84 avg rating — 17,486 ratings"
3629,https://www.goodreads.com/book/show/22424.Transmetropolitan_Vol_10,"Transmetropolitan, Vol. 10: One More Time",Warren Ellis," 4.52 avg rating — 11,077 ratings"
3629,https://www.goodreads.com/book/show/1310322.The_Road_from_Roxbury,"The Road from Roxbury (Little House: The Charlotte Years, #3)",Melissa Wiley," 4.09 avg rating — 1,441 ratings"
